GEO.id,GEO.id2,GEO.display-label,rescen42010,resbase42010,respop72010,respop72011,respop72012,respop72013,respop72014,respop72015,respop72016,respop72017
0500000US48207,48207,"Haskell County, Texas",5899,5902,5878,5958,5887,5905,5799,5817,5765,5746
0500000US48209,48209,"Hays County, Texas",157107,157089,158203,163234,168478,176019,184871,194497,204345,214485
0500000US48211,48211,"Hemphill County, Texas",3807,3807,3795,3951,4082,4143,4175,4292,4126,4024
0500000US48213,48213,"Henderson County, Texas",78532,78534,78623,78792,78938,78628,79262,79447,80034,81064
0500000US48215,48215,"Hidalgo County, Texas",774769,774770,779015,794639,806725,817526,829210,840113,850187,860661
0500000US48217,48217,"Hill County, Texas",35089,35081,35134,35184,35134,34849,34774,34845,35171,35852
0500000US48219,48219,"Hockley County, Texas",22935,22927,22851,22927,23063,23400,23461,23315,23103,23088
0500000US48221,48221,"Hood County, Texas",51182,51168,51263,51543,52154,52889,53842,55330,56758,58273
0500000US48223,48223,"Hopkins County, Texas",35161,35161,35204,35253,35313,35302,35683,35959,36203,36496
0500000US48225,48225,"Houston County, Texas",23732,23732,23682,23425,23207,22806,22795,22736,22888,23021
0500000US48227,48227,"Howard County, Texas",35012,35012,34982,34989,35482,36160,36501,37134,36618,36040
0500000US48229,48229,"Hudspeth County, Texas",3476,3476,3472,3411,3352,3337,3258,3436,4073,4408
0500000US48231,48231,"Hunt County, Texas",86129,86161,86380,86706,87009,87472,88655,89674,91939,93872
0500000US48233,48233,"Hutchinson County, Texas",22150,22249,22210,22013,22004,21894,21898,21781,21570,21375
0500000US48235,48235,"Irion County, Texas",1599,1597,1607,1592,1573,1611,1574,1543,1570,1516
0500000US48237,48237,"Jack County, Texas",9044,9044,9007,9034,9003,8899,8861,8839,8766,8832
0500000US48239,48239,"Jackson County, Texas",14075,14075,14090,14044,14267,14609,14721,14792,14851,14805
0500000US48241,48241,"Jasper County, Texas",35710,35710,35774,36192,35837,35600,35409,35250,35401,35561
0500000US48243,48243,"Jeff Davis County, Texas",2342,2342,2344,2282,2296,2231,2220,2204,2245,2280
0500000US48245,48245,"Jefferson County, Texas",252273,252277,252453,253397,251458,253022,252708,254889,255954,256299
0500000US48247,48247,"Jim Hogg County, Texas",5300,5300,5288,5286,5275,5261,5320,5284,5244,5202
0500000US48249,48249,"Jim Wells County, Texas",40838,40838,40887,41206,41628,41664,41472,41469,41115,40871
0500000US48251,48251,"Johnson County, Texas",150934,150942,151248,152058,153374,154508,156749,159390,162915,167301
0500000US48253,48253,"Jones County, Texas",20202,20193,20237,20267,19874,20037,19850,19983,19994,19983
0500000US48255,48255,"Karnes County, Texas",14824,14824,14884,14947,14848,14722,14833,15247,15264,15187
0500000US48257,48257,"Kaufman County, Texas",103350,103364,103886,105188,106533,108256,110914,114161,118046,122883
0500000US48259,48259,"Kendall County, Texas",33410,33419,33625,34456,35574,37163,38408,39968,41964,44026
0500000US48261,48261,"Kenedy County, Texas",416,413,417,436,444,435,431,433,428,417
0500000US48263,48263,"Kent County, Texas",808,808,812,812,825,782,748,747,752,763
0500000US48265,48265,"Kerr County, Texas",49625,49625,49619,49607,49686,49760,50275,50753,51296,51720
0500000US48267,48267,"Kimble County, Texas",4607,4605,4602,4594,4526,4464,4465,4392,4428,4410
0500000US48269,48269,"King County, Texas",286,286,289,259,271,274,264,284,294,296
0500000US48271,48271,"Kinney County, Texas",3598,3598,3590,3608,3638,3631,3548,3593,3640,3745
0500000US48273,48273,"Kleberg County, Texas",32061,32061,32033,32026,32092,32016,31850,31398,31347,31088
0500000US48275,48275,"Knox County, Texas",3719,3719,3723,3720,3729,3722,3801,3792,3740,3710
0500000US48277,48277,"Lamar County, Texas",49793,49789,49816,49863,49684,49093,49393,49367,49565,49587
0500000US48279,48279,"Lamb County, Texas",13977,13977,13993,14051,13853,13656,13484,13269,13223,13210
0500000US48281,48281,"Lampasas County, Texas",19677,19678,19763,19926,20052,20140,20127,20416,20657,21027
0500000US48283,48283,"La Salle County, Texas",6886,6886,6914,6999,7151,7440,7479,7644,7619,7584
0500000US48285,48285,"Lavaca County, Texas",19263,19263,19253,19305,19524,19630,19779,19916,19910,20062
0500000US48287,48287,"Lee County, Texas",16612,16610,16591,16555,16504,16554,16633,16883,16998,17183
0500000US48289,48289,"Leon County, Texas",16801,16801,16725,16830,16743,16625,16734,17031,17196,17243
0500000US48291,48291,"Liberty County, Texas",75643,75641,75856,75970,76340,76827,78014,79542,81377,83658
0500000US48293,48293,"Limestone County, Texas",23384,23386,23480,23566,23645,23404,23499,23441,23527,23527
0500000US48295,48295,"Lipscomb County, Texas",3302,3302,3283,3329,3442,3485,3547,3557,3509,3378
0500000US48297,48297,"Live Oak County, Texas",11531,11528,11551,11502,11649,11815,12044,12158,12022,12174
0500000US48299,48299,"Llano County, Texas",19301,19301,19332,19061,19256,19499,19639,20057,20570,21210
0500000US48301,48301,"Loving County, Texas",82,82,84,95,86,106,89,119,115,134
0500000US48303,48303,"Lubbock County, Texas",278831,278899,280286,283388,286076,289611,294610,298463,302301,305225
0500000US48305,48305,"Lynn County, Texas",5915,5915,5914,5887,5796,5728,5799,5746,5795,5859
0500000US48307,48307,"McCulloch County, Texas",8283,8283,8230,8254,8241,8244,8152,8253,8121,7957
0500000US48309,48309,"McLennan County, Texas",234906,234901,235911,237826,239292,241406,243091,245368,247478,251259
0500000US48311,48311,"McMullen County, Texas",707,707,711,697,730,760,795,829,815,778
0500000US48313,48313,"Madison County, Texas",13664,13667,13734,13739,13727,13800,13843,13936,14094,14222
0500000US48315,48315,"Marion County, Texas",10546,10536,10488,10479,10378,10273,10148,10127,10087,10064
0500000US48317,48317,"Martin County, Texas",4799,4799,4809,4889,4981,5274,5472,5676,5688,5626
0500000US48319,48319,"Mason County, Texas",4012,4012,4007,4022,4040,4105,4078,4043,4161,4222
0500000US48321,48321,"Matagorda County, Texas",36702,36702,36705,36681,36543,36506,36494,36762,37117,36840
0500000US48323,48323,"Maverick County, Texas",54258,54258,54447,55224,55658,56462,57031,57658,57989,58216
0500000US48325,48325,"Medina County, Texas",46006,46006,46130,46523,46817,47263,47834,48380,49196,50066
0500000US48327,48327,"Menard County, Texas",2242,2242,2230,2212,2202,2135,2125,2131,2102,2124
0500000US48329,48329,"Midland County, Texas",136872,136872,136979,140172,147270,152319,156564,162012,163473,165049
0500000US48331,48331,"Milam County, Texas",24757,24753,24674,24597,24105,24082,24147,24380,24735,25053
0500000US48333,48333,"Mills County, Texas",4936,4941,4968,4881,4827,4868,4867,4887,4894,4921
0500000US48335,48335,"Mitchell County, Texas",9403,9403,9413,9394,9327,8999,9066,8856,8479,8468
0500000US48337,48337,"Montague County, Texas",19719,19720,19715,19756,19474,19394,19381,19280,19436,19539
0500000US48339,48339,"Montgomery County, Texas",455746,455752,459185,471438,484453,498467,516798,535214,554522,570934
0500000US48341,48341,"Moore County, Texas",21904,21904,22010,22090,22437,22145,22021,21880,21935,22097
0500000US48343,48343,"Morris County, Texas",12934,12934,12920,12770,12707,12682,12618,12391,12490,12467
0500000US48345,48345,"Motley County, Texas",1210,1205,1205,1200,1197,1192,1149,1146,1172,1230
0500000US48347,48347,"Nacogdoches County, Texas",64524,64524,64683,65639,65821,65163,65187,65464,65662,65580
0500000US48349,48349,"Navarro County, Texas",47735,47840,47869,48053,48138,48029,47918,48170,48375,48701
0500000US48351,48351,"Newton County, Texas",14445,14445,14448,14561,14431,14332,14296,14169,14186,13952
0500000US48353,48353,"Nolan County, Texas",15216,15217,15249,15129,14892,15055,15114,15041,14968,14770
0500000US48355,48355,"Nueces County, Texas",340223,340223,340261,343225,347848,352781,356452,360437,361529,361221
0500000US48357,48357,"Ochiltree County, Texas",10223,10223,10169,10422,10581,10669,10685,10697,10295,10073
0500000US48359,48359,"Oldham County, Texas",2052,2052,2050,2071,2046,2089,2070,2064,2074,2114
0500000US48361,48361,"Orange County, Texas",81837,81837,82013,82337,82889,82816,83245,83928,84508,85047
0500000US48363,48363,"Palo Pinto County, Texas",28111,28122,28082,28052,27856,27872,28016,27956,28132,28570
0500000US48365,48365,"Panola County, Texas",23796,23796,23770,24004,23987,23786,23741,23660,23440,23243
0500000US48367,48367,"Parker County, Texas",116927,116948,117315,118312,119477,119797,122127,125568,128861,133463
0500000US48369,48369,"Parmer County, Texas",10269,10269,10261,10260,10156,9961,9934,9800,9818,9842
0500000US48371,48371,"Pecos County, Texas",15507,15507,15519,15639,15568,15656,15837,16017,15877,15634
0500000US48373,48373,"Polk County, Texas",45413,45414,45445,45580,45512,45532,45825,46614,47735,49162
0500000US48375,48375,"Potter County, Texas",121073,121078,121382,122313,122704,122088,121934,121129,120542,120458
0500000US48377,48377,"Presidio County, Texas",7818,7817,7874,7756,7616,7389,7188,7054,7166,7156
0500000US48379,48379,"Rains County, Texas",10914,10914,10911,11000,10933,11026,11005,11129,11307,11762
0500000US48381,48381,"Randall County, Texas",120725,120720,121181,123437,124986,126746,128708,130406,132457,134442
0500000US48383,48383,"Reagan County, Texas",3367,3367,3352,3391,3475,3630,3788,3809,3738,3710
0500000US48385,48385,"Real County, Texas",3309,3309,3322,3431,3353,3319,3348,3297,3397,3429
0500000US48387,48387,"Red River County, Texas",12860,12864,12877,12684,12729,12496,12458,12363,12217,12229
0500000US48389,48389,"Reeves County, Texas",13783,13783,13831,13799,13959,14189,14509,14906,15069,15281
0500000US48391,48391,"Refugio County, Texas",7383,7383,7375,7319,7252,7273,7354,7320,7293,7224
0500000US48393,48393,"Roberts County, Texas",929,929,924,926,942,919,914,910,916,938
0500000US48395,48395,"Robertson County, Texas",16622,16620,16554,16654,16448,16425,16460,16688,16858,17203
0500000US48397,48397,"Rockwall County, Texas",78337,78324,78904,81034,82710,84704,87037,90121,93419,96788
0500000US48399,48399,"Runnels County, Texas",10501,10501,10507,10494,10327,10185,10266,10356,10255,10266
0500000US48401,48401,"Rusk County, Texas",53330,53304,53358,53680,53778,53336,53173,52930,52856,52833
0500000US48403,48403,"Sabine County, Texas",10834,10835,10870,10725,10522,10423,10428,10447,10385,10461
0500000US48405,48405,"San Augustine County, Texas",8865,8864,8857,8793,8789,8664,8473,8340,8283,8253
0500000US48407,48407,"San Jacinto County, Texas",26384,26377,26474,26781,26946,26737,27056,27361,27757,28270
0500000US48409,48409,"San Patricio County, Texas",64804,64807,64430,64455,65265,66134,66638,67084,67262,67215
0500000US48411,48411,"San Saba County, Texas",6131,6131,6135,6037,5965,5690,5816,5917,5872,5959
0500000US48413,48413,"Schleicher County, Texas",3461,3461,3503,3307,3258,3189,3163,3193,3064,3001
0500000US48415,48415,"Scurry County, Texas",16921,16921,16932,16876,17102,17265,17399,17588,17430,17050
0500000US48417,48417,"Shackelford County, Texas",3378,3379,3386,3338,3365,3379,3324,3345,3364,3328
0500000US48419,48419,"Shelby County, Texas",25448,25448,25457,25730,26059,25984,25667,25503,25777,25513
0500000US48421,48421,"Sherman County, Texas",3034,3034,3025,3014,3037,3069,3068,3060,3075,3067
0500000US48423,48423,"Smith County, Texas",209714,209721,210398,212653,214707,216426,219517,222410,225305,227727
0500000US48425,48425,"Somervell County, Texas",8490,8491,8497,8419,8545,8559,8553,8613,8680,8845
0500000US48427,48427,"Starr County, Texas",60968,60968,61145,61582,61823,62290,62914,63512,63931,64454
0500000US48429,48429,"Stephens County, Texas",9630,9630,9616,9526,9601,9361,9338,9383,9408,9337
0500000US48431,48431,"Sterling County, Texas",1143,1143,1137,1169,1187,1226,1335,1331,1351,1295
0500000US48433,48433,"Stonewall County, Texas",1490,1490,1496,1463,1452,1418,1387,1399,1402,1388
0500000US48435,48435,"Sutton County, Texas",4128,4128,4062,3988,3914,3981,3959,3896,3865,3767
0500000US48437,48437,"Swisher County, Texas",7854,7854,7913,7800,7842,7717,7552,7481,7440,7515
0500000US48439,48439,"Tarrant County, Texas",1809034,1810614,1817417,1847875,1882399,1913133,1945378,1983642,2021746,2054475
0500000US48441,48441,"Taylor County, Texas",131506,131511,131835,132858,134095,133893,134794,135915,135962,136290
0500000US48443,48443,"Terrell County, Texas",984,984,1011,950,921,891,907,864,818,810
0500000US48445,48445,"Terry County, Texas",12651,12651,12680,12645,12610,12695,12782,12755,12826,12715
0500000US48447,48447,"Throckmorton County, Texas",1641,1641,1639,1637,1610,1606,1612,1559,1548,1527
0500000US48449,48449,"Titus County, Texas",32334,32334,32414,32423,32634,32623,32460,32720,32615,32904
0500000US48451,48451,"Tom Green County, Texas",110224,110228,110677,111753,113318,114722,116401,117598,117792,118019
0500000US48453,48453,"Travis County, Texas",1024266,1024479,1030522,1061687,1096535,1121960,1151387,1178292,1204582,1226698
0500000US48455,48455,"Trinity County, Texas",14585,14675,14729,14687,14370,14441,14276,14507,14513,14667
0500000US48457,48457,"Tyler County, Texas",21766,21762,21762,21660,21484,21495,21448,21364,21434,21539
0500000US48459,48459,"Upshur County, Texas",39309,39316,39380,39733,39920,39757,40245,40381,40864,41281
0500000US48461,48461,"Upton County, Texas",3355,3349,3338,3282,3261,3384,3479,3650,3697,3663
0500000US48463,48463,"Uvalde County, Texas",26405,26405,26438,26565,26715,26848,27062,26925,27106,27132
0500000US48465,48465,"Val Verde County, Texas",48879,48879,48977,48950,48923,49010,48808,48906,48953,49205
0500000US48467,48467,"Van Zandt County, Texas",52579,52560,52588,52491,52192,52317,52750,53410,54377,55182
0500000US48469,48469,"Victoria County, Texas",86793,86793,86883,87530,89067,90058,90988,92082,92379,92084
0500000US48471,48471,"Walker County, Texas",67861,67861,68241,68408,68596,69426,70001,70718,71701,72245
0500000US48473,48473,"Waller County, Texas",43205,43271,43513,44088,44353,45413,46798,48639,50058,51307
0500000US48475,48475,"Ward County, Texas",10658,10658,10593,10672,10825,11211,11578,11639,11589,11472
0500000US48477,48477,"Washington County, Texas",33718,33700,33708,33957,33911,34191,34411,34869,34821,35043
0500000US48479,48479,"Webb County, Texas",250304,250304,251327,255598,259964,263962,267168,269795,272401,274794
0500000US48481,48481,"Wharton County, Texas",41280,41280,41278,41260,41064,41095,41073,41379,41634,41968
0500000US48483,48483,"Wheeler County, Texas",5410,5410,5389,5445,5590,5719,5702,5668,5548,5358
0500000US48485,48485,"Wichita County, Texas",131500,131669,131796,130776,131652,132134,132573,130871,131310,132000
0500000US48487,48487,"Wilbarger County, Texas",13535,13535,13508,13440,13272,13185,12970,13049,12894,12764
0500000US48489,48489,"Willacy County, Texas",22134,22137,22225,22166,22198,22027,21943,21882,21760,21584
0500000US48491,48491,"Williamson County, Texas",422679,422536,426325,442177,456070,470448,488385,507420,527769,547545
0500000US48493,48493,"Wilson County, Texas",42918,42913,43057,43668,44356,45228,46143,47162,48190,49304
0500000US48495,48495,"Winkler County, Texas",7110,7110,7086,7161,7365,7631,7815,7995,7872,7574
0500000US48497,48497,"Wise County, Texas",59127,59110,59110,59953,60398,61008,61715,62864,64465,66181
0500000US48499,48499,"Wood County, Texas",41964,41961,41983,42140,42444,42401,42818,43220,43823,44314
0500000US48501,48501,"Yoakum County, Texas",7879,7879,7849,7960,8037,8206,8382,8623,8625,8568
0500000US48503,48503,"Young County, Texas",18550,18550,18521,18346,18277,18358,18266,18146,18079,17979
0500000US48505,48505,"Zapata County, Texas",14018,14018,14087,14223,14269,14393,14396,14516,14449,14322
0500000US48507,48507,"Zavala County, Texas",11677,11677,11723,11865,12002,12187,12236,12296,12091,11948
